prompt,name,problem_type,language,parallelism_model,temperature,top_p,do_sample,max_new_tokens,prompted,generated_output,did_build,is_source_valid,best_sequential_runtime,output_idx,run_idx,virtual_memory_used,max_gpu_memory_usage,max_gpu_utilization,average_gpu_memory_usage,average_gpu_utilization,generation_times,did_run,is_valid,runtime,num_threads
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	return 0.0;\n},True,False,,10,0,-3911680,31425.0,0.97,31425.0,0.9351724137931033,59.163655519485474,True,False,,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	return 0.0;\n},True,False,,10,1,-3911680,31425.0,0.97,31425.0,0.9351724137931033,59.163655519485474,True,False,,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	return 0.0;\n},True,False,,10,2,-3911680,31425.0,0.97,31425.0,0.9351724137931033,59.163655519485474,True,False,,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	return 0.0;\n},True,False,,10,3,-3911680,31425.0,0.97,31425.0,0.9351724137931033,59.163655519485474,True,False,,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	return 0.0;\n},True,False,,10,4,-3911680,31425.0,0.97,31425.0,0.9351724137931033,59.163655519485474,True,False,,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (double i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0115560122,11,0,6266880,31425.0,0.97,31425.0,0.9344827586206896,59.19487762451172,True,True,0.0285554156,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (double i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0115560122,11,1,6266880,31425.0,0.97,31425.0,0.9344827586206896,59.19487762451172,True,True,0.0283828544,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (double i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0115560122,11,2,6266880,31425.0,0.97,31425.0,0.9344827586206896,59.19487762451172,True,True,0.0281058762,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (double i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0115560122,11,3,6266880,31425.0,0.97,31425.0,0.9344827586206896,59.19487762451172,True,True,0.0279823328,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (double i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0115560122,11,4,6266880,31425.0,0.97,31425.0,0.9344827586206896,59.19487762451172,True,True,0.0279810506,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,12,0,-4042752,31425.0,0.97,31425.0,0.9348275862068965,59.20662546157837,True,False,,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,12,1,-4042752,31425.0,0.97,31425.0,0.9348275862068965,59.20662546157837,True,False,,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,12,2,-4042752,31425.0,0.97,31425.0,0.9348275862068965,59.20662546157837,True,False,,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,12,3,-4042752,31425.0,0.97,31425.0,0.9348275862068965,59.20662546157837,True,False,,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,12,4,-4042752,31425.0,0.97,31425.0,0.9348275862068965,59.20662546157837,True,False,,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (int i = 0; i < x.size(); i++) {\n		sum += x[i];\n	}\n	return sum / x.size();\n},True,False,0.0112848548,13,0,11530240,31425.0,0.97,31425.0,0.9344827586206896,59.19006943702698,True,True,0.0285189666,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (int i = 0; i < x.size(); i++) {\n		sum += x[i];\n	}\n	return sum / x.size();\n},True,False,0.0112848548,13,1,11530240,31425.0,0.97,31425.0,0.9344827586206896,59.19006943702698,True,True,0.0283861842,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (int i = 0; i < x.size(); i++) {\n		sum += x[i];\n	}\n	return sum / x.size();\n},True,False,0.0112848548,13,2,11530240,31425.0,0.97,31425.0,0.9344827586206896,59.19006943702698,True,True,0.0281274002,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (int i = 0; i < x.size(); i++) {\n		sum += x[i];\n	}\n	return sum / x.size();\n},True,False,0.0112848548,13,3,11530240,31425.0,0.97,31425.0,0.9344827586206896,59.19006943702698,True,True,0.0280946084,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (int i = 0; i < x.size(); i++) {\n		sum += x[i];\n	}\n	return sum / x.size();\n},True,False,0.0112848548,13,4,11530240,31425.0,0.97,31425.0,0.9344827586206896,59.19006943702698,True,True,0.0279521476,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,14,0,3379200,31425.0,0.97,31425.0,0.9348275862068965,59.14794850349426,True,False,,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,14,1,3379200,31425.0,0.97,31425.0,0.9348275862068965,59.14794850349426,True,False,,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,14,2,3379200,31425.0,0.97,31425.0,0.9348275862068965,59.14794850349426,True,False,,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,14,3,3379200,31425.0,0.97,31425.0,0.9348275862068965,59.14794850349426,True,False,,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,14,4,3379200,31425.0,0.97,31425.0,0.9348275862068965,59.14794850349426,True,False,,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.011564506,15,0,7405568,31425.0,0.97,31425.0,0.868,20.409878730773926,True,True,0.0285439304,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.011564506,15,1,7405568,31425.0,0.97,31425.0,0.868,20.409878730773926,True,True,0.0283124076,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.011564506,15,2,7405568,31425.0,0.97,31425.0,0.868,20.409878730773926,True,True,0.028148888,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.011564506,15,3,7405568,31425.0,0.97,31425.0,0.868,20.409878730773926,True,True,0.0279695314,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.011564506,15,4,7405568,31425.0,0.97,31425.0,0.868,20.409878730773926,True,True,0.0280145344,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,16,0,-2469888,31425.0,0.97,31425.0,0.8849999999999999,24.48899483680725,True,False,,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,16,1,-2469888,31425.0,0.97,31425.0,0.8849999999999999,24.48899483680725,True,False,,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,16,2,-2469888,31425.0,0.97,31425.0,0.8849999999999999,24.48899483680725,True,False,,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,16,3,-2469888,31425.0,0.97,31425.0,0.8849999999999999,24.48899483680725,True,False,,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,16,4,-2469888,31425.0,0.97,31425.0,0.8849999999999999,24.48899483680725,True,False,,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0111307258,17,0,-4272128,31425.0,0.97,31425.0,0.9344827586206896,59.38026142120361,True,True,0.028509599,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0111307258,17,1,-4272128,31425.0,0.97,31425.0,0.9344827586206896,59.38026142120361,True,True,0.0284617566,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0111307258,17,2,-4272128,31425.0,0.97,31425.0,0.9344827586206896,59.38026142120361,True,True,0.028167124,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0111307258,17,3,-4272128,31425.0,0.97,31425.0,0.9344827586206896,59.38026142120361,True,True,0.02802158,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0111307258,17,4,-4272128,31425.0,0.97,31425.0,0.9344827586206896,59.38026142120361,True,True,0.0279727288,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0112396034,18,0,3252224,31425.0,0.96,31425.0,0.7999999999999999,12.25088381767273,True,True,0.0285981984,1
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0112396034,18,1,3252224,31425.0,0.96,31425.0,0.7999999999999999,12.25088381767273,True,True,0.0283719476,2
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0112396034,18,2,3252224,31425.0,0.96,31425.0,0.7999999999999999,12.25088381767273,True,True,0.0280326386,4
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0112396034,18,3,3252224,31425.0,0.96,31425.0,0.7999999999999999,12.25088381767273,True,True,0.028204709,8
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	double sum = 0;\n	for (auto i : x) {\n		sum += i;\n	}\n	return sum / x.size();\n},True,False,0.0112396034,18,4,3252224,31425.0,0.96,31425.0,0.7999999999999999,12.25088381767273,True,True,0.0279669822,16
"#include <hpx/hpx_main.hpp>\n\n/* Return the average of the vector x.\n   Use HPX to compute in parallel.  Assume HPX has already been initialized.\n   Examples:\n		\n	 input: [1, 8, 4, 5, 1]\n   output: 3.8\n\n   input: [2, 2, 2, 3]\n   output: 2.25\n*/\ndouble average(std::vector<double> const& x) {",27_reduce_average,reduce,cpp,hpx,0.2,0.95,True,2048,False,double average(std::vector<double> const& x) {\n	// TODO: implement this function\n	return 0.0;\n},True,False,,19,0,43180032,31425.0,0.97,31425.0,0.9337931034482758,59.197980642318726,True,False,,1
